id,computer_name,guest_flag,os,status,timestamp,user_hash
797276,LIBRWKMCKP6F103B,t,Windows_NT,login,2014-01-09 11:16:04.717,K9b3tr4QRVPtEYlPc3tqdg==
797254,LIBRWKMCKP6F724B,f,Windows_NT,logout,2014-01-14 15:12:20.765,lbgxW9j1xJ/9lNgnzF7Okw==
797223,LIBRWKMCKP6F108B,t,Windows_NT,login,2014-01-09 11:16:51.488,3x5r3Ps0nd0YJOn7iFPy2w==
797280,LIBRWKMCKP6F129B,t,Windows_NT,logout,2014-01-09 09:46:54.481,k1QDm7omvAvLNmwZi1bqmg==
797028,LIHWKMCKP6F708H,f,Windows_NT,login,2014-01-23 10:02:24.531,lbgxW9j1xJ/9lNgnzF7Okw==
797249,LIBRWKMCKP6F105B,f,Windows_NT,login,2014-01-16 15:01:53.636,xMuhSdgwTyM94oc5QKT5sw==
797217,LIBRWKMCKP6F115B,f,Windows_NT,logout,2014-01-10 17:05:46.694,fyojRFcP3WjCsSXNyTwdHQ==
797274,LIBRWKMCKP6F702B,f,Windows_NT,logout,2014-01-23 11:18:17.506,lbgxW9j1xJ/9lNgnzF7Okw==
797270,LIBRWKMCKP6F706B,f,Windows_NT,logout,2014-01-23 11:18:08.206,lbgxW9j1xJ/9lNgnzF7Okw==
797287,LIBRWKMCKP6F128B,t,Windows_NT,login,2014-01-09 11:17:08.524,IGmqXHC4EVCXMttblhkb3w==
796866,LIBRWKMCKP1F93H,f,Windows_NT,logout,2014-01-21 20:45:49.32,lbgxW9j1xJ/9lNgnzF7Okw==
797235,LIBRWKMCKP6F106B,f,Windows_NT,logout,2014-01-11 14:40:12.708,xMuhSdgwTyM94oc5QKT5sw==
797262,LIBRWKMCKP6F122B,f,Windows_NT,logout,2014-01-18 14:59:47.918,OxlYJiaCMjVpbNvkK1k6WQ==
797292,LIBRWKMCKP6F107B,t,Windows_NT,logout,2014-01-09 11:55:14.741,//HDHiIxmfDrSZcF88HMRg==
797189,LIBRWKMCKP1F59H,f,Windows_NT,logout,2014-01-24 16:49:11.085,/fG8Hj89dApVAMmAa8hqdQ==
797334,LIBRWKMCKP6F104B,t,Windows_NT,login,2014-01-09 11:15:45.447,8/FazB+3Ia2kKH0YMeUa3Q==
797241,LIBRWKMCKDEL-641,t,Windows_NT,logout,2014-01-09 11:40:29.818,7ylE+VJWGqbDKYQNwFNLNw==
797225,LIBRWKMCKP6F127B,t,Windows_NT,logout,2014-01-09 12:05:10.789,rxDb3p6AEGqlIZ3J/Lw6uw==
797231,LIBRWKMCKP6F124B,t,Windows_NT,logout,2014-01-09 11:03:04.14,gSOKd5aRaOXxAWvGvHqwbA==
797215,LIBRWKMCKP6F114B,t,Windows_NT,login,2014-01-09 11:17:05.313,hPZAkQ8MceUGn9MvaxVUog==
797229,LIBRWKMCKP6F117B,t,Windows_NT,login,2014-01-09 11:15:45.706,v7s5cQY3C+8YZEZmwjIhHA==
797211,LIBRWKMCKP6F112B,t,Windows_NT,logout,2014-01-09 11:39:49.727,Cq4tSFDSXAxL9o4npmyLCg==
797219,LIBRWKMCKP6F126B,t,Windows_NT,login,2014-01-09 11:16:46.682,eVbm8Xv+FnbDyXue08J3eg==
797247,LIBRWKMCKP6F113B,t,Windows_NT,login,2014-01-09 11:18:12.122,rMrqMf6gIvO2TLK3sK9rDw==
797221,LIBRWKMCKP6F125B,t,Windows_NT,logout,2014-01-09 12:06:49.856,MtmWkxKKiCYxXLeq5aJAvg==
797073,LIBRWKEPLP1F28H,f,Windows_NT,logout,2014-01-23 19:43:20.765,lbgxW9j1xJ/9lNgnzF7Okw==
797256,LIBRWKMCKDEL-621,f,Windows_NT,logout,2014-01-13 16:13:54.914,lbgxW9j1xJ/9lNgnzF7Okw==
1048696,LIBRWKMCKM6F319B,f,Mac OS X 10.8.5,logout,2014-04-08 08:51:57.984,lbgxW9j1xJ/9lNgnzF7Okw==
874119,LIBRWKMCKM2F85A,f,Mac OS X 10.8.5,logout,2014-04-28 15:32:32.638,p7KmPJZhwgmvFbxp0XhAlw==
798513,LIBRWKMCKP1F32H,f,Windows_NT,logout,2014-02-05 16:47:59.421,O7f1E+RoIfawwN5nej91DQ==
797362,LIBRWKMCKP1F37H,f,Windows_NT,logout,2014-02-05 18:35:46.187,+de+7P4MAtMWpsGmzpObVA==
